FlowCell Text Data File: 250529-blank.csv
Software Version: 2.30
Triax Firmware Version: 0.43
Fractionator Firmware Version 4.211
Date: 2025-05-29
Time: 22:10:42
User: Bard

Experiment name: 

*** CENTRIFUGE SETTINGS ***
Rotor Manufacturer: Beckman
Rotor Model: SW41Ti
Speed: 41 rpm
Gradient: sucrose 10.0% to 50.0% v/v
Time: 2
w2t:  x 10^0
Sample Volume: 15 ml
Temperature: 4.0 deg C

*** FRACTIONATION SETTINGS ***
Volume displaced/mm: 0.143 ml/mm
Tubing length: 290 mm
Total Dead Volume (= last fraction): 0.299 ml
Scan Speed: 0.20 mm/sec
Total Distance: 78.3 mm
Upper Limit to Slow-down Distance: 43.90 mm
Start mode: Slow-down distance
Fail-safe Distance (M): 0 mm
Number of fractions: 14
Distance/fraction: 5.59 mm
Start Distance: 0.00 mm
Volume/fraction: 0.797 ml
Data Samples/mm: 10.00

*** SCANNING SETTINGS ***
Scanning mode: SINGLE UV OD
Channel A (LED1) Wavelength: 260 nm
Sensitivity: 0
Integration time: 500 ms
LED1 (260 nm) On Time: 16 ms
Sample A Zero: 859429
Source A Zero: 226164.7

Data Columns:
Sample, Source, Position(mm), Absorbance, Fraction Number, Fraction Volume(ml)
850742.532, 224748.790, 20.81, 0.008728, , 
850649.452, 224717.516, 20.91, 0.008661, , 
850741.919, 224712.274, 21.01, 0.008364, , 
850891.016, 224794.468, 21.11, 0.008793, , 
850901.468, 224837.177, 21.21, 0.009193, , 
850727.790, 224777.774, 21.31, 0.009057, , 
850788.306, 224773.306, 21.41, 0.008853, , 
850758.710, 224758.613, 21.51, 0.008784, , 
850647.823, 224753.242, 21.61, 0.009023, , 
850413.935, 224693.823, 21.71, 0.009047, , 
850472.516, 224715.355, 21.81, 0.009108, , 
851110.790, 224850.935, 21.91, 0.008777, , 
850840.452, 224799.871, 22.00, 0.008981, , 
850843.726, 224840.887, 22.11, 0.009383, , 
849687.919, 224772.952, 22.21, 0.011762, , 
850154.435, 224687.871, 22.30, 0.009674, , 
850071.581, 224655.516, 22.40, 0.009570, 4, 0.795
850153.629, 224695.677, 22.50, 0.009755, , 
849991.677, 224678.258, 22.60, 0.010009, , 
849889.290, 224684.226, 22.70, 0.010340, , 
849662.613, 224649.645, 22.80, 0.010594, , 
849497.581, 224596.371, 22.90, 0.010497, , 
849027.726, 224592.468, 23.00, 0.011703, , 
848961.661, 224507.113, 23.10, 0.011023, , 
848918.823, 224504.145, 23.20, 0.011107, , 
849318.065, 224598.129, 23.30, 0.010990, , 
849004.871, 224532.855, 23.40, 0.011166, , 
848323.468, 224363.355, 23.50, 0.011274, , 
848886.742, 224502.000, 23.60, 0.011170, , 
848364.839, 224433.806, 23.70, 0.011871, , 
848347.419, 224411.532, 23.80, 0.011693, , 
848512.419, 224433.758, 23.90, 0.011479, , 
848144.242, 224433.758, 24.00, 0.012455, , 
847976.468, 224433.758, 24.10, 0.012900, , 
848049.339, 224433.758, 24.20, 0.012707, , 
848120.339, 224351.226, 24.30, 0.011691, , 
848060.177, 224355.726, 24.40, 0.011896, , 
848169.677, 224394.226, 24.50, 0.011991, , 
848459.677, 224478.758, 24.60, 0.012070, , 
848367.371, 224502.645, 24.70, 0.012554, , 
848391.629, 224415.468, 24.80, 0.011616, , 
848417.355, 224472.887, 24.90, 0.012123, , 
848534.581, 224577.984, 25.00, 0.012866, , 
848626.694, 224572.032, 25.09, 0.012562, , 
848779.532, 224588.468, 25.19, 0.012321, , 
848467.855, 224525.823, 25.29, 0.012520, , 
848308.726, 224507.452, 25.39, 0.012758, , 
848472.645, 224548.435, 25.49, 0.012734, , 
848092.355, 224549.677, 25.59, 0.013755, , 
848232.903, 224526.323, 25.69, 0.013148, , 
847906.935, 224454.048, 25.79, 0.013288, , 
847931.984, 224502.839, 25.89, 0.013711, , 
847794.758, 224548.823, 25.99, 0.014536, , 
847643.581, 224550.210, 26.09, 0.014951, , 
847378.226, 224479.839, 26.19, 0.014951, , 
847489.290, 224471.177, 26.29, 0.014569, , 
847295.113, 224485.419, 26.39, 0.015227, , 
847377.984, 224505.871, 26.49, 0.015212, , 
846788.919, 224430.565, 26.59, 0.016022, , 
846708.823, 224384.839, 26.69, 0.015777, , 
847184.935, 224521.242, 26.78, 0.015879, , 
846185.919, 224406.065, 26.89, 0.017380, , 
846394.242, 224468.903, 26.99, 0.017456, , 
846621.548, 224448.806, 27.09, 0.016650, , 
846647.419, 224481.935, 27.18, 0.016913, , 
845873.435, 224381.823, 27.28, 0.017968, , 
846283.258, 224536.661, 27.38, 0.018430, , 
845955.516, 224510.935, 27.48, 0.019044, , 
846127.919, 224591.210, 27.58, 0.019390, , 
846170.048, 224573.742, 27.68, 0.019103, , 
845923.597, 224624.935, 27.78, 0.020271, , 
845250.016, 224577.629, 27.88, 0.021590, , 
845342.435, 224566.871, 27.98, 0.021236, 5, 0.796
845422.661, 224583.694, 28.08, 0.021191, , 
844857.613, 224560.258, 28.18, 0.022461, , 
844211.613, 224542.532, 28.28, 0.024005, , 
844695.887, 224623.565, 28.38, 0.023526, , 
843836.887, 224585.855, 28.48, 0.025438, , 
843702.597, 224552.339, 28.58, 0.025460, , 
842644.032, 224555.823, 28.68, 0.028320, , 
842688.484, 224670.242, 28.78, 0.029348, , 
841663.677, 224579.452, 28.88, 0.031177, , 
841288.274, 224544.016, 28.98, 0.031826, , 
839915.145, 224521.048, 29.07, 0.035272, , 
839971.435, 224599.565, 29.17, 0.035908, , 
838735.758, 224612.290, 29.27, 0.039348, , 
837896.000, 224559.903, 29.37, 0.041078, , 
835853.258, 224559.903, 29.47, 0.046571, , 
835800.726, 224559.903, 29.57, 0.046712, , 
833750.419, 224559.903, 29.68, 0.052240, , 
831722.113, 224559.903, 29.77, 0.057721, , 
829894.145, 224619.661, 29.87, 0.063271, , 
828764.194, 224559.613, 29.97, 0.065736, , 
825846.048, 224501.194, 30.07, 0.073088, , 
823510.726, 224599.694, 30.17, 0.080448, , 
821432.532, 224603.484, 30.27, 0.086172, , 
817681.435, 224627.403, 30.37, 0.096712, , 
816283.694, 224621.081, 30.47, 0.100499, , 
811887.258, 224563.403, 30.57, 0.112075, , 
809702.516, 224620.371, 30.67, 0.118709, , 
804833.113, 224568.726, 30.77, 0.131767, , 
803940.710, 224550.935, 30.87, 0.134085, , 
799294.935, 224576.016, 30.97, 0.147379, , 
798447.935, 224648.661, 31.07, 0.150493, , 
794307.306, 224550.726, 31.17, 0.161212, , 
794190.145, 224515.758, 31.27, 0.161194, , 
791540.032, 224658.435, 31.37, 0.170145, , 
791665.371, 224754.548, 31.47, 0.170751, , 
790630.048, 224648.258, 31.56, 0.172632, , 
791492.806, 224527.000, 31.67, 0.168962, , 
791769.274, 224576.887, 31.76, 0.168676, , 
793515.919, 224583.081, 31.87, 0.163780, , 
793512.274, 224408.242, 31.96, 0.162037, , 
796216.952, 224362.694, 32.06, 0.153923, , 
798764.742, 224443.935, 32.16, 0.147548, , 
802120.355, 224400.016, 32.26, 0.137673, , 
